timestamp,joint_positions,joint_velocities,object_position,target_position,last_action,interpered_actions
1745586317.917476,"[0.31611482659486617, 0.8294678915244511, 0.9170602479031797, 0.20471402704155217, 0.4162689983616483, 0.2864037728528168, 0.4125795097146926, -0.039969464999594494, -0.039969464999594494]","[1.782311207823933e-05, -0.0005775571621463833, 0.00026639803069939685, -0.00028464368043643317, -0.0011128081706937288, -0.00031580748412185164, 0.0036638689262192973, 0.0, 0.0]","[0.19718177691206548, 0.48768202296160124, 0.1620406211384841]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.63724583  1.6541175   1.8418819   0.43326747  0.7721292   0.60292506
  0.9568766  -0.9586272 ]","[0.63724583, 1.6541175, 1.8418819, 0.43326747, 0.7721292, 0.60292506, 0.9568766, -0.9586272]"
1745586317.9275842,"[0.31611482659486617, 0.8294678915244511, 0.9170602479031797, 0.20471402704155217, 0.4162689983616483, 0.2864037728528168, 0.4125795097146926, -0.039969464999594494, -0.039969464999594494]","[1.782311207823933e-05, -0.0005775571621463833, 0.00026639803069939685, -0.00028464368043643317, -0.0011128081706937288, -0.00031580748412185164, 0.0036638689262192973, 0.0, 0.0]","[0.19718057340213258, 0.4876836183906172, 0.16204244511473503]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6372597   1.6541137   1.8419021   0.43326986  0.77214456  0.60291374
  0.9568904  -0.9586442 ]","[0.6372597, 1.6541137, 1.8419021, 0.43326986, 0.77214456, 0.60291374, 0.9568904, -0.9586442]"
1745586317.937446,"[0.31611482659486617, 0.8294678915244511, 0.9170602479031797, 0.20471402704155217, 0.4162689983616483, 0.2864037728528168, 0.4125795097146926, -0.039969464999594494, -0.039969464999594494]","[1.782311207823933e-05, -0.0005775571621463833, 0.00026639803069939685, -0.00028464368043643317, -0.0011128081706937288, -0.00031580748412185164, 0.0036638689262192973, 0.0, 0.0]","[0.19717819533799702, 0.4876840689624423, 0.16204267196484262]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6372721   1.6541129   1.8419116   0.4332654   0.7721504   0.602895
  0.95690393 -0.9586359 ]","[0.6372721, 1.6541129, 1.8419116, 0.4332654, 0.7721504, 0.602895, 0.95690393, -0.9586359]"
1745586317.9475439,"[0.3161167985353392, 0.8294708048027424, 0.9170670050898169, 0.20471403346981898, 0.4162680928953158, 0.2864074884675136, 0.4127113000715982, -0.039969464999594494, -0.039969464999594494]","[-0.0002783991273738272, 0.0009364955605375342, 0.0013260497975266154, 0.0024345540131998997, -0.0015175806317451533, 0.001605847221675547, 0.003087018512119423, 0.0, 0.0]","[0.19717919021853791, 0.4876850788361641, 0.16204445430313152]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6367566   1.6550852   1.8416587   0.43361127  0.7711525   0.6037049
  0.95686936 -0.95825416]","[0.6367566, 1.6550852, 1.8416587, 0.43361127, 0.7711525, 0.6037049, 0.95686936, -0.95825416]"
1745586317.957567,"[0.3161167985353392, 0.8294708048027424, 0.9170670050898169, 0.20471403346981898, 0.4162680928953158, 0.2864074884675136, 0.4127113000715982, -0.039969464999594494, -0.039969464999594494]","[-0.0002783991273738272, 0.0009364955605375342, 0.0013260497975266154, 0.0024345540131998997, -0.0015175806317451533, 0.001605847221675547, 0.003087018512119423, 0.0, 0.0]","[0.197177080771309, 0.48768336597522094, 0.16204173767725222]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.63675725  1.6550905   1.8416439   0.4336003   0.7711396   0.60369265
  0.9568703  -0.95821106]","[0.63675725, 1.6550905, 1.8416439, 0.4336003, 0.7711396, 0.60369265, 0.9568703, -0.95821106]"
1745586317.9676192,"[0.3161167985353392, 0.8294708048027424, 0.9170670050898169, 0.20471403346981898, 0.4162680928953158, 0.2864074884675136, 0.4127113000715982, -0.039969464999594494, -0.039969464999594494]","[-0.0002783991273738272, 0.0009364955605375342, 0.0013260497975266154, 0.0024345540131998997, -0.0015175806317451533, 0.001605847221675547, 0.003087018512119423, 0.0, 0.0]","[0.19717806030627827, 0.4876859548598384, 0.1620436484733877]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.63677233  1.6550858   1.8416711   0.4336115   0.7711675   0.6036998
  0.95687586 -0.95824337]","[0.63677233, 1.6550858, 1.8416711, 0.4336115, 0.7711675, 0.6036998, 0.95687586, -0.95824337]"
1745586317.977481,"[0.3161167985353392, 0.8294708048027424, 0.9170670050898169, 0.20471403346981898, 0.4162680928953158, 0.2864074884675136, 0.4127113000715982, -0.039969464999594494, -0.039969464999594494]","[-0.0002783991273738272, 0.0009364955605375342, 0.0013260497975266154, 0.0024345540131998997, -0.0015175806317451533, 0.001605847221675547, 0.003087018512119423, 0.0, 0.0]","[0.19717507278919919, 0.4876841678402098, 0.16204191467794513]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6367723   1.6550897   1.8416569   0.43359792  0.77115047  0.60367775
  0.95688266 -0.9582053 ]","[0.6367723, 1.6550897, 1.8416569, 0.43359792, 0.77115047, 0.60367775, 0.95688266, -0.9582053]"
1745586317.9877238,"[0.3161168245357192, 0.8294687281155884, 0.9170662923513371, 0.2047153305159135, 0.41626733964493773, 0.2864039160080507, 0.4128101341124667, -0.039969464999594494, -0.039969464999594494]","[-9.536173410930294e-07, 0.0006689471322447831, -0.00013610258330529792, 0.0008358498791736174, -0.0005924890587842002, -0.0003525714148209615, 0.0006620342851899968, 0.0, 0.0]","[0.19717706381144676, 0.4876851598884322, 0.16204230895165034]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6372246   1.6542305   1.84246     0.4333428   0.7721783   0.6028626
  0.95731086 -0.95876217]","[0.6372246, 1.6542305, 1.84246, 0.4333428, 0.7721783, 0.6028626, 0.95731086, -0.95876217]"
1745586317.9975154,"[0.3161168245357192, 0.8294687281155884, 0.9170662923513371, 0.2047153305159135, 0.41626733964493773, 0.2864039160080507, 0.4128101341124667, -0.039969464999594494, -0.039969464999594494]","[-9.536173410930294e-07, 0.0006689471322447831, -0.00013610258330529792, 0.0008358498791736174, -0.0005924890587842002, -0.0003525714148209615, 0.0006620342851899968, 0.0, 0.0]","[0.19717868655582665, 0.48768578196515133, 0.16204403326572125]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6372181   1.6542276   1.8424631   0.43334877  0.7721795   0.60287166
  0.9573077  -0.9587897 ]","[0.6372181, 1.6542276, 1.8424631, 0.43334877, 0.7721795, 0.60287166, 0.9573077, -0.9587897]"
1745586318.0074766,"[0.3161168245357192, 0.8294687281155884, 0.9170662923513371, 0.2047153305159135, 0.41626733964493773, 0.2864039160080507, 0.4128101341124667, -0.039969464999594494, -0.039969464999594494]","[-9.536173410930294e-07, 0.0006689471322447831, -0.00013610258330529792, 0.0008358498791736174, -0.0005924890587842002, -0.0003525714148209615, 0.0006620342851899968, 0.0, 0.0]","[0.19717728691615763, 0.4876867261449676, 0.1620441282084896]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6372326   1.6542269   1.8424768   0.4333486   0.7721927   0.60286224
  0.9573175  -0.958786  ]","[0.6372326, 1.6542269, 1.8424768, 0.4333486, 0.7721927, 0.60286224, 0.9573175, -0.958786]"
1745586318.0180829,"[0.316120240910372, 0.8294691425712399, 0.9170691435081338, 0.20471156523076894, 0.41626897203794977, 0.2864065593952807, 0.4128917585485937, -0.039969464999594494, -0.039969464999594494]","[0.0008771003060285469, -0.000405974909511053, -7.030425948881453e-05, -0.0002741660490389652, -0.0005734448617958624, -0.000583342008055708, 0.0030580535694070873, 0.0, 0.0]","[0.1971772552908545, 0.4876865585893303, 0.16204370056620204]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.63696986  1.6540595   1.8417016   0.43315178  0.77176857  0.6028925
  0.9568694  -0.95861864]","[0.63696986, 1.6540595, 1.8417016, 0.43315178, 0.77176857, 0.6028925, 0.9568694, -0.95861864]"
1745586318.0276468,"[0.316120240910372, 0.8294691425712399, 0.9170691435081338, 0.20471156523076894, 0.41626897203794977, 0.2864065593952807, 0.4128917585485937, -0.039969464999594494, -0.039969464999594494]","[0.0008771003060285469, -0.000405974909511053, -7.030425948881453e-05, -0.0002741660490389652, -0.0005734448617958624, -0.000583342008055708, 0.0030580535694070873, 0.0, 0.0]","[0.1971764366414358, 0.48768414938772536, 0.1620419637460603]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6369558   1.6540639   1.841676    0.43314165  0.7717428   0.6028863
  0.9568641  -0.95858955]","[0.6369558, 1.6540639, 1.841676, 0.43314165, 0.7717428, 0.6028863, 0.9568641, -0.95858955]"
1745586318.037678,"[0.316120240910372, 0.8294691425712399, 0.9170691435081338, 0.20471156523076894, 0.41626897203794977, 0.2864065593952807, 0.4128917585485937, -0.039969464999594494, -0.039969464999594494]","[0.0008771003060285469, -0.000405974909511053, -7.030425948881453e-05, -0.0002741660490389652, -0.0005734448617958624, -0.000583342008055708, 0.0030580535694070873, 0.0, 0.0]","[0.1971752059718254, 0.48768577181615513, 0.16204335848059997]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6369714   1.6540606   1.8416967   0.43314415  0.77176     0.6028758
  0.9568773  -0.95860267]","[0.6369714, 1.6540606, 1.8416967, 0.43314415, 0.77176, 0.6028758, 0.9568773, -0.95860267]"
1745586318.047495,"[0.31611480059448616, 0.8294724764848911, 0.9170708984130715, 0.20470979052516647, 0.41627047265287664, 0.2864075994204316, 0.4130350796328176, -0.039969464999594494, -0.039969464999594494]","[-0.0009313939831480429, 0.0015126603188893228, 0.0012140855378737897, -0.00037506580923961667, 0.000951091383042468, 0.0018277520709939958, 0.005750612918901277, 0.0, 0.0]","[0.1971751643098129, 0.4876865952191105, 0.1620438551708257]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.63759995  1.6545085   1.8434124   0.4337381   0.77488756  0.6025175
  0.9567553  -0.9573888 ]","[0.63759995, 1.6545085, 1.8434124, 0.4337381, 0.77488756, 0.6025175, 0.9567553, -0.9573888]"
1745586318.0577085,"[0.31611480059448616, 0.8294724764848911, 0.9170708984130715, 0.20470979052516647, 0.41627047265287664, 0.2864075994204316, 0.4130350796328176, -0.039969464999594494, -0.039969464999594494]","[-0.0009313939831480429, 0.0015126603188893228, 0.0012140855378737897, -0.00037506580923961667, 0.000951091383042468, 0.0018277520709939958, 0.005750612918901277, 0.0, 0.0]","[0.19717476476906012, 0.4876860531490624, 0.16204380817044306]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.63759625  1.6545087   1.8434068   0.433735    0.7748803   0.60251284
  0.956756   -0.95738494]","[0.63759625, 1.6545087, 1.8434068, 0.433735, 0.7748803, 0.60251284, 0.956756, -0.95738494]"
1745586318.067777,"[0.31611480059448616, 0.8294724764848911, 0.9170708984130715, 0.20470979052516647, 0.41627047265287664, 0.2864075994204316, 0.4130350796328176, -0.039969464999594494, -0.039969464999594494]","[-0.0009313939831480429, 0.0015126603188893228, 0.0012140855378737897, -0.00037506580923961667, 0.000951091383042468, 0.0018277520709939958, 0.005750612918901277, 0.0, 0.0]","[0.19717711207431932, 0.4876839842179707, 0.16204280686369854]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.63757056  1.6545118   1.8433791   0.43373382  0.7748556   0.6025301
  0.95673674 -0.95738006]","[0.63757056, 1.6545118, 1.8433791, 0.43373382, 0.7748556, 0.6025301, 0.95673674, -0.95738006]"
1745586318.0777004,"[0.31611480059448616, 0.8294724764848911, 0.9170708984130715, 0.20470979052516647, 0.41627047265287664, 0.2864075994204316, 0.4130350796328176, -0.039969464999594494, -0.039969464999594494]","[-0.0009313939831480429, 0.0015126603188893228, 0.0012140855378737897, -0.00037506580923961667, 0.000951091383042468, 0.0018277520709939958, 0.005750612918901277, 0.0, 0.0]","[0.19717246670903824, 0.48768491329251035, 0.16204068478335618]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6376055   1.6545142   1.8433996   0.43372548  0.7748759   0.6025013
  0.9567588  -0.95733863]","[0.6376055, 1.6545142, 1.8433996, 0.43372548, 0.7748759, 0.6025013, 0.9567588, -0.95733863]"
1745586318.0874426,"[0.3161160445241717, 0.8294693777008371, 0.9170733022119636, 0.20471124628180348, 0.4162680928892923, 0.28640617556239434, 0.4131811851492352, -0.039969464999594494, -0.039969464999594494]","[-0.00044454534220856267, -0.0006320196332720528, 0.00032570466043725925, -0.00017619087904060626, -0.00029769661704663744, 0.0008050422859327571, 0.005309618104765224, 0.0, 0.0]","[0.19717630743466832, 0.48768572494603396, 0.1620435103565784]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6375142   1.654273    1.8422846   0.4334668   0.77312124  0.6032077
  0.9565505  -0.95818293]","[0.6375142, 1.654273, 1.8422846, 0.4334668, 0.77312124, 0.6032077, 0.9565505, -0.95818293]"
1745586318.0980713,"[0.3161160445241717, 0.8294693777008371, 0.9170733022119636, 0.20471124628180348, 0.4162680928892923, 0.28640617556239434, 0.4131811851492352, -0.039969464999594494, -0.039969464999594494]","[-0.00044454534220856267, -0.0006320196332720528, 0.00032570466043725925, -0.00017619087904060626, -0.00029769661704663744, 0.0008050422859327571, 0.005309618104765224, 0.0, 0.0]","[0.19717618001132414, 0.487685494533947, 0.16204284907310237]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6375153   1.6542741   1.842283    0.43346596  0.77312124  0.6032083
  0.9565494  -0.9581744 ]","[0.6375153, 1.6542741, 1.842283, 0.43346596, 0.77312124, 0.6032083, 0.9565494, -0.9581744]"
1745586318.1075418,"[0.3161160445241717, 0.8294693777008371, 0.9170733022119636, 0.20471124628180348, 0.4162680928892923, 0.28640617556239434, 0.4131811851492352, -0.039969464999594494, -0.039969464999594494]","[-0.00044454534220856267, -0.0006320196332720528, 0.00032570466043725925, -0.00017619087904060626, -0.00029769661704663744, 0.0008050422859327571, 0.005309618104765224, 0.0, 0.0]","[0.19717468607604538, 0.4876875327225406, 0.1620449514615785]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6375329   1.6542692   1.8423082   0.43346912  0.773141    0.60319424
  0.9565665  -0.9581953 ]","[0.6375329, 1.6542692, 1.8423082, 0.43346912, 0.773141, 0.60319424, 0.9565665, -0.9581953]"
1745586318.1177585,"[0.3161147485937261, 0.829470963235486, 0.9170739849659795, 0.20471402091474733, 0.416272633630027, 0.286405690500128, 0.41335124018388025, -0.039969464999594494, -0.039969464999594494]","[-0.0011631107360677295, -0.00010689605746937408, 0.0007399157394975723, 0.0013418184748810128, 0.0022645729091567528, 0.0002192806077326117, 0.004170340951912751, 0.0, 0.0]","[0.19717328121995598, 0.487686677768556, 0.162043826100274]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.637141    1.654321    1.8426558   0.43336678  0.77263916  0.60315275
  0.9568535  -0.9589183 ]","[0.637141, 1.654321, 1.8426558, 0.43336678, 0.77263916, 0.60315275, 0.9568535, -0.9589183]"
1745586318.1275449,"[0.3161147485937261, 0.829470963235486, 0.9170739849659795, 0.20471402091474733, 0.416272633630027, 0.286405690500128, 0.41335124018388025, -0.039969464999594494, -0.039969464999594494]","[-0.0011631107360677295, -0.00010689605746937408, 0.0007399157394975723, 0.0013418184748810128, 0.0022645729091567528, 0.0002192806077326117, 0.004170340951912751, 0.0, 0.0]","[0.19717584201448132, 0.4876875391514371, 0.16204558960030116]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6371338   1.6543177   1.8426603   0.4333762   0.7726444   0.60317004
  0.9568463  -0.9589524 ]","[0.6371338, 1.6543177, 1.8426603, 0.4333762, 0.7726444, 0.60317004, 0.9568463, -0.9589524]"
1745586318.137461,"[0.3161147485937261, 0.829470963235486, 0.9170739849659795, 0.20471402091474733, 0.416272633630027, 0.286405690500128, 0.41335124018388025, -0.039969464999594494, -0.039969464999594494]","[-0.0011631107360677295, -0.00010689605746937408, 0.0007399157394975723, 0.0013418184748810128, 0.0022645729091567528, 0.0002192806077326117, 0.004170340951912751, 0.0, 0.0]","[0.1971749943455092, 0.48768723473971204, 0.1620454982938329]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.63713425  1.6543181   1.8426584   0.4333729   0.7726407   0.6031629
  0.95684946 -0.9589456 ]","[0.63713425, 1.6543181, 1.8426584, 0.4333729, 0.7726407, 0.6031629, 0.95684946, -0.9589456]"
1745586318.1476676,"[0.3161185370564498, 0.8294714259328685, 0.9170730364108033, 0.2047130355547635, 0.41626809288918437, 0.28640703310368165, 0.413456651073249, -0.039969464999594494, -0.039969464999594494]","[0.0011740952109670377, 0.0001282658130208526, -0.0005496662114021304, 0.000683513598343214, -0.00136054663021253, 0.000804769926662196, 0.0033829695847286826, 0.0, 0.0]","[0.1971755690319847, 0.48768701338518516, 0.16204426360246046]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.63710123  1.6545154   1.8417609   0.4334556   0.7720002   0.6035043
  0.9566762  -0.9579886 ]","[0.63710123, 1.6545154, 1.8417609, 0.4334556, 0.7720002, 0.6035043, 0.9566762, -0.9579886]"
1745586318.1574254,"[0.3161185370564498, 0.8294714259328685, 0.9170730364108033, 0.2047130355547635, 0.41626809288918437, 0.28640703310368165, 0.413456651073249, -0.039969464999594494, -0.039969464999594494]","[0.0011740952109670377, 0.0001282658130208526, -0.0005496662114021304, 0.000683513598343214, -0.00136054663021253, 0.000804769926662196, 0.0033829695847286826, 0.0, 0.0]","[0.19717338629606473, 0.4876877742028173, 0.16204518417699343]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6371134   1.6545134   1.8417732   0.4334525   0.77200747  0.60348594
  0.95669055 -0.9579885 ]","[0.6371134, 1.6545134, 1.8417732, 0.4334525, 0.77200747, 0.60348594, 0.95669055, -0.9579885]"
1745586318.16795,"[0.3161185370564498, 0.8294714259328685, 0.9170730364108033, 0.2047130355547635, 0.41626809288918437, 0.28640703310368165, 0.413456651073249, -0.039969464999594494, -0.039969464999594494]","[0.0011740952109670377, 0.0001282658130208526, -0.0005496662114021304, 0.000683513598343214, -0.00136054663021253, 0.000804769926662196, 0.0033829695847286826, 0.0, 0.0]","[0.19717238883262006, 0.48768795838063994, 0.16204468743647243]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.63712054  1.6545138   1.8417774   0.43345058  0.7720115   0.6034796
  0.95669544 -0.9579797 ]","[0.63712054, 1.6545138, 1.8417774, 0.43345058, 0.7720115, 0.6034796, 0.95669544, -0.9579797]"
1745586318.1775763,"[0.3161185370564498, 0.8294714259328685, 0.9170730364108033, 0.2047130355547635, 0.41626809288918437, 0.28640703310368165, 0.413456651073249, -0.039969464999594494, -0.039969464999594494]","[0.0011740952109670377, 0.0001282658130208526, -0.0005496662114021304, 0.000683513598343214, -0.00136054663021253, 0.000804769926662196, 0.0033829695847286826, 0.0, 0.0]","[0.1971730963826452, 0.4876884767108912, 0.16204581216722475]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6371191   1.6545118   1.8417813   0.43345416  0.77201474  0.60348296
  0.95669544 -0.95799625]","[0.6371191, 1.6545118, 1.8417813, 0.43345416, 0.77201474, 0.60348296, 0.95669544, -0.95799625]"
1745586318.1874323,"[0.31611853705645043, 0.8294687303934963, 0.9170779780224959, 0.20470919795046205, 0.4162680928912031, 0.2864079513232083, 0.41364725826285886, -0.039969464999594494, -0.039969464999594494]","[4.279317271005498e-05, -0.00040730896028201135, -0.00028208307139792406, -0.0006544047023800013, -0.0005141249176814212, 0.001303746860693892, 0.004495934331010201, 0.0, 0.0]","[0.19717113330380198, 0.48768964910917845, 0.16204579032518868]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6378234   1.6542064   1.8426212   0.43354863  0.773878    0.6032002
  0.9564904  -0.95774496]","[0.6378234, 1.6542064, 1.8426212, 0.43354863, 0.773878, 0.6032002, 0.9564904, -0.95774496]"
1745586318.197592,"[0.31611853705645043, 0.8294687303934963, 0.9170779780224959, 0.20470919795046205, 0.4162680928912031, 0.2864079513232083, 0.41364725826285886, -0.039969464999594494, -0.039969464999594494]","[4.279317271005498e-05, -0.00040730896028201135, -0.00028208307139792406, -0.0006544047023800013, -0.0005141249176814212, 0.001303746860693892, 0.004495934331010201, 0.0, 0.0]","[0.19717456587348037, 0.4876887465315236, 0.16204680005113042]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.63779813  1.6542057   1.8426037   0.43355405  0.77386177  0.6032227
  0.9564726  -0.95776963]","[0.63779813, 1.6542057, 1.8426037, 0.43355405, 0.77386177, 0.6032227, 0.9564726, -0.95776963]"
1745586318.2076926,"[0.31611853705645043, 0.8294687303934963, 0.9170779780224959, 0.20470919795046205, 0.4162680928912031, 0.2864079513232083, 0.41364725826285886, -0.039969464999594494, -0.039969464999594494]","[4.279317271005498e-05, -0.00040730896028201135, -0.00028208307139792406, -0.0006544047023800013, -0.0005141249176814212, 0.001303746860693892, 0.004495934331010201, 0.0, 0.0]","[0.19717220898252868, 0.4876871011611871, 0.16204401626814155]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.637801    1.6542108   1.8425912   0.4335426   0.7738507   0.60320866
  0.95647514 -0.9577247 ]","[0.637801, 1.6542108, 1.8425912, 0.4335426, 0.7738507, 0.60320866, 0.95647514, -0.9577247]"
1745586318.217776,"[0.3161148262738738, 0.8294670256476271, 0.9170780576607401, 0.2047133133866672, 0.41626944303166064, 0.28640660029034626, 0.41379424480006477, -0.039969464999594494, -0.039969464999594494]","[-0.00021424824136716242, -0.0013283138332602254, 0.00033663446926730003, -0.0002392956140087229, -0.0008573187119916226, -0.00042687075514423375, 0.004889843588065354, 0.0, 0.0]","[0.19717342525426557, 0.4876887973042783, 0.1620464708974782]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.63713425  1.6540177   1.8416662   0.4332164   0.7721436   0.6032828
  0.95646185 -0.95869064]","[0.63713425, 1.6540177, 1.8416662, 0.4332164, 0.7721436, 0.6032828, 0.95646185, -0.95869064]"
1745586318.2275236,"[0.3161148262738738, 0.8294670256476271, 0.9170780576607401, 0.2047133133866672, 0.41626944303166064, 0.28640660029034626, 0.41379424480006477, -0.039969464999594494, -0.039969464999594494]","[-0.00021424824136716242, -0.0013283138332602254, 0.00033663446926730003, -0.0002392956140087229, -0.0008573187119916226, -0.00042687075514423375, 0.004889843588065354, 0.0, 0.0]","[0.1971713740590176, 0.4876884579283353, 0.16204520601532854]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6371433  1.6540202  1.8416668  0.4332103  0.7721441  0.6032696
  0.9564686 -0.9586665]","[0.6371433, 1.6540202, 1.8416668, 0.4332103, 0.7721441, 0.6032696, 0.9564686, -0.9586665]"
1745586318.2374296,"[0.3161148262738738, 0.8294670256476271, 0.9170780576607401, 0.2047133133866672, 0.41626944303166064, 0.28640660029034626, 0.41379424480006477, -0.039969464999594494, -0.039969464999594494]","[-0.00021424824136716242, -0.0013283138332602254, 0.00033663446926730003, -0.0002392956140087229, -0.0008573187119916226, -0.00042687075514423375, 0.004889843588065354, 0.0, 0.0]","[0.1971733230928578, 0.48768855001637584, 0.162045684031974]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.63713527  1.6540194   1.8416641   0.43321538  0.77214336  0.60328376
  0.9564601  -0.9586812 ]","[0.63713527, 1.6540194, 1.8416641, 0.43321538, 0.77214336, 0.60328376, 0.9564601, -0.9586812]"
1745586318.2474303,"[0.3161168245317564, 0.8294687290836339, 0.917079333285044, 0.20471154006292203, 0.41626821226200655, 0.28640660864920964, 0.41397899449079156, -0.039969464999594494, -0.039969464999594494]","[0.000220799623918079, -0.0001730714809947949, -8.677491394363363e-06, -0.00046008769316966953, 0.00018465333389061167, 0.00036450568896641836, 0.0057577853116680625, 0.0, 0.0]","[0.19716910112246183, 0.48769005977181945, 0.16204594065292444]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.63728476  1.6541634   1.842348    0.43340677  0.77341604  0.6030165
  0.956474   -0.95793664]","[0.63728476, 1.6541634, 1.842348, 0.43340677, 0.77341604, 0.6030165, 0.956474, -0.95793664]"
1745586318.2575996,"[0.3161168245317564, 0.8294687290836339, 0.917079333285044, 0.20471154006292203, 0.41626821226200655, 0.28640660864920964, 0.41397899449079156, -0.039969464999594494, -0.039969464999594494]","[0.000220799623918079, -0.0001730714809947949, -8.677491394363363e-06, -0.00046008769316966953, 0.00018465333389061167, 0.00036450568896641836, 0.0057577853116680625, 0.0, 0.0]","[0.19717126121492806, 0.48769134932888325, 0.16204740987723387]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.63728374  1.6541606   1.8423579   0.43341655  0.77342737  0.6030321
  0.95646936 -0.9579661 ]","[0.63728374, 1.6541606, 1.8423579, 0.43341655, 0.77342737, 0.6030321, 0.95646936, -0.9579661]"
1745586318.2676127,"[0.3161168245317564, 0.8294687290836339, 0.917079333285044, 0.20471154006292203, 0.41626821226200655, 0.28640660864920964, 0.41397899449079156, -0.039969464999594494, -0.039969464999594494]","[0.000220799623918079, -0.0001730714809947949, -8.677491394363363e-06, -0.00046008769316966953, 0.00018465333389061167, 0.00036450568896641836, 0.0057577853116680625, 0.0, 0.0]","[0.1971679348748883, 0.48768861283438875, 0.1620439263235333]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6372821   1.6541677   1.8423342   0.43339908  0.7734034   0.6030102
  0.9564724  -0.957906  ]","[0.6372821, 1.6541677, 1.8423342, 0.43339908, 0.7734034, 0.6030102, 0.9564724, -0.957906]"
1745586318.277909,"[0.3161168245317564, 0.8294687290836339, 0.917079333285044, 0.20471154006292203, 0.41626821226200655, 0.28640660864920964, 0.41397899449079156, -0.0399697933326388, -0.0399697933326388]","[0.000220799623918079, -0.0001730714809947949, -8.677491394363363e-06, -0.00046008769316966953, 0.00018465333389061167, 0.00036450568896641836, 0.0057577853116680625, -6.373648331118332e-06, -6.373648331118332e-06]","[0.19717147558812054, 0.4876884101755074, 0.16204515967701738]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.6372677   1.6541691   1.8423218   0.43340582  0.7734008   0.6030333
  0.9564547  -0.95790964]","[0.6372677, 1.6541691, 1.8423218, 0.43340582, 0.7734008, 0.6030333, 0.9564547, -0.95790964]"
1745586318.287786,"[0.31611482659486617, 0.8294688068619276, 0.9170802303139209, 0.20471218222510945, 0.4162693165758171, 0.2864052864441753, 0.41410061192311975, -0.0399697933326388, -0.0399697933326388]","[-0.0013434120264698012, -0.0002210176781558059, -0.0008883388929334247, 0.0007543202573923629, 0.00035020452673743525, 0.0017364124931314642, 0.003722394898837602, -6.373648331118332e-06, -6.373648331118332e-06]","[0.19716926929999007, 0.4876895549918939, 0.1620455998466615]","[0.65, 0.2, 0.5, 1.0, 0.0, 0.0, 0.0]","[ 0.63836265  1.6543492   1.8435569   0.43381184  0.774711    0.60359406
  0.9566728  -0.95799637]","[0.63836265, 1.6543492, 1.8435569, 0.43381184, 0.774711, 0.60359406, 0.9566728, -0.95799637]"
